90,刘卿：既要看到区域合作中好的正面情况，也要留意面对的挑战,"2017年3月26日，在博鳌亚洲论坛2017年年会“亚洲区域合作组织圆桌会”上，中国国际问题研究院亚太研究所所长、研究员刘卿表示，亚洲区域合作有一些好消息，亚洲一体化还在继续前行，亚洲区域框架正在兴旺发展。新的电子技术带来的新的推动因素，如电子商务、跨境支付，推动了区域一体化。一些主要经济体在区域合作中发挥了引领作用，中国“一带一路”倡议促进了沿线国家的经济一体化，对次区域经济合作贡献巨大。同时，区域合作也有一些坏消息，包括南北和东西的差异明显，东北亚合作遭遇挫折。因此，探讨区域合作，既要看到好的正面情况，也要留意面对的挑战。
"
91,Dattesh Parulekar：成就的长久性才能衡量经济合作的成功程度,"2017年3月26日，在博鳌亚洲论坛2017年年会“亚洲区域合作组织圆桌会”上，果阿大学助理教授Dattesh Parulekar表示，贸易的交易之外，跨境联系的一个核心是投资，投资能够创造出通向繁荣的走廊，实现繁荣就必须关注可持续性的因素。亚洲很多经济体的合作部只是关注短期成就和产出，不过长久的成就，才能衡量经济合作的成功程度。
"
92,Dattesh Parulekar：保证各国在参与经济合作过程中互惠互利、公平公正,"2017年3月26日，在博鳌亚洲论坛2017年年会“亚洲区域合作组织圆桌会”上，果阿大学助理教授Dattesh ParulekarvuI表示，亚洲的政治、经济、社会、文化都最具多样化和活力，亚洲各个经济体在合作过程中展现出来的新模式值得关注。另外，由于亚洲国家处在不同发展阶段和水平，对于亚洲经济的贡献率和程度不同，一项重要原则就强调各国在参与经济合作过程中的互惠性，并确保其公平性。
"
93,Aziz Nosirov：上海精神是上合组织的核心原则和灵魂,"2017年3月26日，在博鳌亚洲论坛2017年年会“亚洲区域合作组织圆桌会”上，上合组织副秘书长Aziz Nosirov表示，上合组织在最具权威和影响的国际和地区组织当中有一席之地，是维系本地区安全稳定可持续发展的有效因素。上海精神作为上合组织的核心原则和灵魂是本组织顺利开展活动的力量源泉，是发展国际关系应对全球威胁和挑战调节国际分歧的重要指针。上合组织的两大民间团体：上合组织实业家委员会和上合组织银联体，作用巨大，还大力开展了与国际和区域合作组织的合作，包括联合国、联合国相关专业机构、东盟、亚信、独联体、经合组织等。
"
94,杨厚兰：中日韩三国合作潜力巨大，需加强政治安全互信及其社会基础,"2017年3月26日，在博鳌亚洲论坛2017年年会“亚洲区域合作组织圆桌会”上，中日韩三国合作秘书处秘书长杨厚兰表示，日本、韩国、中国三国是世界非常重要的经济体，GDP和贸易总量包括对外投资占全球总量的20%，三国经济共同体不仅有利于这三国和人民，也利于区域一体化，推动全球经济增长。但是，三国的经济相互依存度仍然很低，与北美自由贸易区、欧盟、甚至东盟相比都低。三国对外投资达到全球20%，但三国相互投资率不足10%。三国合作有巨大潜力，首先要加强政治安全的相互信任，其次是加强这种互信的社会基础。
"
95,宫建伟：亚信注意提升亚洲互信，弥补亚洲区域合作间的裂痕,"2017年3月26日，在博鳌亚洲论坛2017年年会“亚洲区域合作组织圆桌会”上，亚信组织执行主任 宫建伟表示，从经济、政治道德和文化方面，亚洲都是一个多元化大陆，相互猜疑不信任这是历史原因造成的，处理这些问题 、增加共同观念，是亚信的使命。亚信注意提升亚洲的互信，弥补亚洲区域合作之间出现的裂痕，26个亚信成员占到亚洲区域人口的90%，成员国之间积极对话并建立互信措施。建立互信的五个领域是军事、政治、经济、环境和人文。在社会文化方面，如中小企业发展方面，在安全的和有效的运输走廊信息技术、能源安全、旅游和环保等各个方面，我们都可以进一步提升合作，帮助我们实现2030年可持续发展目标，在本世纪中达到世界GDP的一半。
"
96,宫建伟：把金融危机的罪责归咎于全球化与现实不符，也解决不了问题,"2017年3月26日，在博鳌亚洲论坛2017年年会“亚洲区域合作组织圆桌会”上，亚信组织执行主任宫建伟表示，全球化是过去一百年的主题，由西方经济推动的，西方国家在全球化过程中获得极大好处，而亚洲在20世纪最初很长一段时间处于保护主义状态，不过后来追赶上来，现在亚洲国家在推动更快更全面的全球化，西方国家却回到保护主义状态。全球化是双刃剑，积极效果远远超过消极影响。全球化促进了全球经济发展，促进了资本技术和生产要素的流动，促进了不同文明之间的人文互动交流。但消极方面，如金融危机，并不是全球化所引起的，而是对于利润的过渡追逐和监管不当所造成的。把一切罪责归咎于全球化是与现实不符的，也解决不了问题。
"
97,黎良明：东盟诊视区域论坛和东盟峰会对话机制,"2017年3月26日，在博鳌亚洲论坛2017年年会“亚洲区域合作组织圆桌会”上，东盟秘书长黎良明表示，东盟意识到，全球化在带来好处的同时也会有一些挫败。1997年亚洲金融危机让我们重新审视金融的稳定性，尤其今天我们的经济比那时更开放，跨境犯罪团伙、极端主义者都会有机可乘，西方国家抗全球化趋势也影响到人们的心智。
	区域论坛和东盟峰会对话机制为东盟所诊视。东盟相信这样的合作能够更好的取长补短，维持各自的发展势头，更好地分享应对全球化过程中障碍的经验教训。
"
98,常军红：应清晰传达信号，继续推进全球区域的多边主义,"2017年3月26日，在博鳌亚洲论坛2017年年会“亚洲区域合作组织圆桌会”上，东盟与中日韩宏观经济研究办公室主任常军红表示，东盟与中日韩宏观经济研究办公室作为一个国际组织，使命是要保持经济金融的区域稳定、建立区域经济调查研究、提供技术支持，包括区域融资的安排，是东亚各国来保护预防未来危机而成立的基金。这是区域合作的成果。区域主义、多边主义、区域一体化在未来经济合作中是必须坚守的。作为区域监控机构，我们提出三点建议。第一，区域内强调全球化和区域一体化，特别是东盟10+3领导人，应清晰传达信号，继续推进全球区域的多边主义。第二，本区域作为一个整体,通过10+3各成员国的努力，推动跨境贸易和投资便利化，减少非贸易关税的措施，加快RCEP谈判过程。第三，进一步提升区域金融安排的金融池机制，应对未来可能出现的危机。
"
99,RASTAM Mohd ISA：中国和东盟有很多共同的目标,"“21世纪海上丝绸之路的建设实际上是非常重要的。”3月26日下午，在博鳌亚洲论坛2017年年会“21世纪海上丝绸之路建设与泛南海地区共同发展：新形势下的机遇与”分论坛上，马来西亚国际战略研究院院长RASTAM Mohd ISA表示，中国和东盟有很多共同的目标，最重要的要和平、稳定和发展。东盟和中国互为战略合作伙伴，东盟也是中国第三大贸易伙伴国。合作领域包括海上互联互通、海上碳金储藏物的勘探开发以及渔业方面的合作。
"
100,RASTAM Mohd ISA：东盟国家将在今年迎来50周年岁的生日,"3月26日下午，在博鳌亚洲论坛2017年年会“21世纪海上丝绸之路建设与泛南海地区共同发展：新形势下的机遇与”分论坛上，马来西亚国际战略研究院院长RASTAM Mohd ISA表示，东盟国家将在今年（2017）8月8号迎来50周年岁的生日。
东盟国家经历了很长历史，并于2015年在科伦坡宣布成立了经济共同体，这也带来了更多的责任，下一步各国领导人承诺要进行一个“2025年的愿景”，包括政治、经济、社会文化三大支柱。
"
101,James LAURENCESON：澳大利亚政府对中国的“一带一路”持谨慎态度，但最终加入,"3月26日下午，在博鳌亚洲论坛2017年年会“21世纪海上丝绸之路建设与泛南海地区共同发展：新形势下的机遇与”分论坛上，澳大利亚悉尼科技大学澳中关系研究院副院长James LAURENCESON表示，2016年，习近平主席和特恩布尔总理发表声明当中，宣布将澳大利亚的“北部大开发”计划和中国的“一带一路”战略结合在一起。当21世纪海上丝绸之路的倡议发布时，澳大利亚政府起始并没有加入，仅表示对此持谨慎态度。如澳大利亚对于亚投行开始有一些谨慎的担忧，但是最后他还是加入了亚投行，这些担忧是切实存在的但并不是说不可超越的。
"
102,James LAURENCESON：贸易成本或者非关税贸易成本不降反升,"3月26日下午，在博鳌亚洲论坛2017年年会“21世纪海上丝绸之路建设与泛南海地区共同发展：新形势下的机遇与”分论坛上，澳大利亚悉尼科技大学澳中关系研究院副院长James LAURENCESON表示，过去20多年的多边关税谈判，关税水平降低了。但是，贸易成本或者非关税贸易成本却没有能够降下来。21世纪海上丝绸之路致力于降低非关税成本，增强互联互通。
"
103,郑永年：南海问题应当放到“一带一路”的框架里面去谈,"3月26日下午，在博鳌亚洲论坛2017年年会“21世纪海上丝绸之路建设与泛南海地区共同发展：新形势下的机遇与”分论坛上，新加坡国立大学东亚研究所所长郑永年表示，围绕中国作为大国，在南海问题上扮演什么角色有三点看法：
第一，把南海问题放到“一带一路”的框架里面来谈，具有非凡的意义。
第二，中国要跟东盟国家一起合作来推动发展，通过发展来书写规则，像中国的“一带一路”，都是一种开放式、包容式、创新式的发展，共同书写的规则才有用。
第三，中国作为区域内最大的一个国家，在提供公共品上要负更大的责任，提供更多的公共品。
"
104,刘正福：中韩关系要面向未来，共同发展,"2017年3月26日，在博鳌亚洲论坛2017年年会“城市的个性”分论坛上，韩国仁川市市长刘正福（YOO Jeong-bok）阐述了仁川市的发展优势。仁川市是韩国的第三大城市，拥有300多万人口，是韩国距离中国最近的城市。仁川市作为韩国第一个对外开放的港口，是韩国现代化的起步城市。另外，仁川是韩国最大的交通枢纽，据统计，2016年途经仁川的旅客流量达到5700多万，在韩国城市中极具竞争力。仁川市政府十分重视与中国的合作，组建专门的对华关系小组与中国进行交流与合作。刘正福表示，未来韩中两国应该面向未来，共同发展，为亚洲地区乃至世界的发展作出贡献。
"
105,吴士存：以21世纪海上丝绸之路建设为契机，构建泛南海经济合作圈,"3月26日下午，在博鳌亚洲论坛2017年年会“21世纪海上丝绸之路建设与泛南海地区共同发展：新形势下的机遇与”分论坛上，中国南海研究院院长吴士存表示，中国和东盟国家应该思考如何进一步提升互信，深化合作，管控分歧，稳定南海形势。应该以21世纪海上丝绸之路建设为契机，推动环南海周边地区的共同发展。为此，吴士存提出三点构想：
第一，构建泛南海经济合作圈，促进南海沿岸国之间全方位的海上合作，推动泛南海地区共同发展，并以此打造中国和东盟利益命运和责任共同体。
第二，充分发挥中国东南亚南海研究中心的涉南海研究资源的聚集作用。
第三，在推进DOC框架下的合作项目落实的同时，加速COC框架文本的磋商，为管控南海这一推进合作提供机制化的保证。
"
106,Gus DESBARATS：无印良品成功的秘诀,"2017年3月26日，在博鳌亚洲论坛2017年年会“设计：不仅是美” 分会坛上，英国工业设计协会（BIDA）特别顾问、The Alloy 创始人、董事长 Gus DESBARATS提出，设计师要具备一个重要功能，就是帮助中国拓展出自己的市场。比如说无印良品，在日本很成功，在西方也很成功。其实是把日本的文化推广到了西方，让产品自然的融合到当地的消费者当中去。实现品牌本土化，才是制胜法宝。要做到这一点，必须要和消费者有共鸣，要知道他们需要什么。
"
107,吴士存：合作已经成为当前南海地区形势发展的主旋律,"3月26日下午，在博鳌亚洲论坛2017年年会“21世纪海上丝绸之路建设与泛南海地区共同发展：新形势下的机遇与”分论坛上，中国南海研究院院长吴士存表示，2016年下半年开始，在中国政府和东盟国家的共同努力之下，南海地区的形势呈现出降温、趋缓、回归、合作向好发展的特点。具体有几个方面：第一，中国东盟关系稳定发展，中国和其他申索国的关系持续改善。第二，中国和东盟的安全合作取得新的、突破性进展。第三，中国和南海沿岸国合作成果显著，而且合作领域不断扩大。
"
108,朱钦骐：好的设计是不分国界的,"2017年3月26日，在博鳌亚洲论坛2017年年会“设计：不仅是美” 分会坛上，以色列创业教父、投资人 Yossi VARDI Georg Jensen 董事长兼首席创意总监、NAUTICA 创办人兼首席设计师朱钦骐认为，优秀的设计作品可以跨越文化的差异，被世界所接受。打造中国品牌的目的不是创造本土的品牌，而是去创造一些普适的，能被世界认可的品牌。具有高度普遍适用性的设计，才能引起人们的共鸣，成为真正的好品牌。
"
109,朱云来：国家应系统设计海外投资的战略和政策,"2017年3月26日，在博鳌亚洲论坛2017年年会的“全球跨境直接投资（FDI）：新趋势、新力量”分论坛上，金融专业人士朱云来表示，无论“走出去”，还是“引进来”，都有经济学上的道理，都应持欢迎态度。中国企业“走出去”虽然并不一定赚钱，但总比鸡蛋放在一个篮子里强，更比投在国内房地产上强。海外投资具有挑战性，并不是每一项投资都能成功。为此，国家应系统设计海外投资的战略和政策。
"
110,张伟：中国海外投资也要避免无序竞争,"2017年3月26日，在博鳌亚洲论坛2017年年会的“全球跨境直接投资（FDI）：新趋势、新力量”分论坛上，中科创金融控股集团董事长张伟表示，近年来，中国企业一波波去海外考察投资项目，而且投资并购的意愿非常强烈，有的甚至出现中国企业恶性竞争局面，抬高了投资并购的成本。中国政府需要加强对海外投资并购的监管，但政策不应一刀切，不要因此影响正常投资项目。尤其是要给中小企业开展海外投资提供帮助。
"
111,吴小晖：中国海外投资增长是经济发展内在规律,"2017年3月26日，在博鳌亚洲论坛2017年年会的“全球跨境直接投资（FDI）：新趋势、新力量”分论坛上，安邦集团CEO 吴小晖表示，中国大规模海外投资从2001年开始，2016年达到峰值，海外投资规模达1701亿美元，对164个国家投资近7900多个企业，排名世界第二位，海外投资存量累计超过1万亿美元，与美国海外投资存量4万亿美元、流量3500亿美元相比仍有差距。中国和美国的对外投资表明，随着国家实力的提升，全球产业链整合趋势不可阻挡，这是经济发展的内在规律。中国正在经历从商品输出到资本、品牌、文化输出转变的阶段。中国影响力越来越大，但责任也越来越大。
"
112,   李怀珍：中国加强海外投资监管对真实投资没有影响,"2017年3月26日，在博鳌亚洲论坛2017年年会的“全球跨境直接投资（FDI）：新趋势、新力量”分论坛上，中国民生投资集团总裁李怀珍表示，最近一年来，在世界跨国投资下降的背景下，我国海外投资出现井喷，其中部分有投机倾向，相关部门加强了监管。对跨境投资的监管在任何国家都是正常现象。美国也有非常严格的投资审查监管规则。每个国家根据自身国情和文化历史制定本国投资监管规则是正常的。中国跨国投资的监管政策对真实投资没有障碍。
"
113,金秀咿：加拿大养老资金会加大对中国的投资布局,"2017年3月26日，在博鳌亚洲论坛2017年年会的“全球跨境直接投资（FDI）：新趋势、新力量”分论坛上，加拿大养老基金投资公司亚太区总裁金秀咿表示，加拿大养老资金有3.1亿加元投向海外，投在亚洲的比重不断上升。目前在新兴市场配置有10%的资产，以后会提升到15%。亚洲份额是20%。中国是主要市场投资方向，也是未来资金追逐的热点。
"
114,高西庆： 中国企业“走出去”意愿急迫,"2017年3月26日，在博鳌亚洲论坛2017年年会的“全球跨境直接投资（FDI）：新趋势、新力量”分论坛上，中国投资公司前总经理高西庆表示，中国企业起步很早，但大规模“走出去”也是最近十多年的事情。开始海外投资以国有企业为主。最近几年，民营企业开始大规模“走出去”。中国企业海外投资购买控制权通常有较高溢价，尤其是国有企业，无论溢价20%，还是30%，仍然有这样的投资并购。这显示出中国企业“走出去”的意愿非常急迫。
"
115,周文重：博鳌亚洲论坛发布关于促进经济全球化的宣言,"2017年3月26日，在博鳌亚洲论坛2017年会闭幕新闻发布会上，博鳌亚洲论坛秘书长周文重指出，促进亚洲区域内、亚洲与世界其他地区之间的经济交流、协调与合作是博鳌亚洲论坛的宗旨。出席2017年年会的博鳌亚洲论坛会员，向世界各国政府和全球企业界发出如下倡议：
第一 ，各国政府应视经济全球化为积极力量，必须共同采取相应的政策，确保经济全球化惠及更大的范围。
第二 ，跨境贸易与投资自由化是全球可持续发展的动力。各国政府应共同反对贸易保护主义，共同坚持和进一步推动贸易投资自由化便利化进程。
第三 ， WTO、APEC等国际和地区机构应携手解决自贸安排碎片化问题，探讨建立更加开放、包容和公平合理的双、多边贸易制度安排。
第四 ，国际货币基金组织、世界银行等多边国际金融机构应在加强自身改革的同时加强和完善金融监管。
第五 ，各国应开展灵活多样的跨境PPP合作模式积极推动技术创新，促进知识与信息跨境流动的便利化，使之惠及所有国家地区、所有阶层、所有群体。
第六 ，各国际机构以及G20、APEC等多边机制，有关各国政府、各相关私人部门，应该支持和建立开放的多边合作机制，共同促进基础设施互联互通、机制制度互联互通（institutional connectivity）、人文交流互联互通。
博鳌亚洲论坛及全体会员愿意在上述诸方面加强沟通、协调与合作，为推动经济全球化朝向更加开放、包容、普惠、均衡的方向发展，发挥自身的独特作用。
"
116,周文重：欢迎大家积极参与博鳌亚洲论坛胡志明市会议,"2017年3月26日，在博鳌亚洲论坛2017年会闭幕新闻发布会上，博鳌亚洲论坛秘书长周文重指出，本届年会结束之后，我们将马上着手筹备博鳌亚洲论坛胡志明市会议。此次会议将于2017年4月19日在越南胡志明市举办，主题为“亚洲区域合作：新挑战、新思路”。会议拟就如何应对逆全球化挑战、区域FTA如何推进、亚洲基础设施互联互通如何规划和融资、亚洲区域内产能合作如何开展等重大的现实问题进行探讨。
"
117,周文重：全球化要有更大包容性 不能开倒车,"2017年3月26日，在博鳌亚洲论坛2017年会闭幕新闻发布会上，博鳌亚洲论坛秘书长周文重指出，从本次讨论结果看，共识远大于分歧。代表们普遍认为，一方面，全球化要照顾到被边缘化和利益受损的人群，具有更大的包容性。另一方面，全球化的基本原则和积极面应予以充分肯定和坚持，不能开倒车。
"
118,周文重：博鳌亚洲论坛2017年年会圆满落幕,"2017年3月26日，在博鳌亚洲论坛2017年会闭幕新闻发布会上，博鳌亚洲论坛秘书长周文重指出，为期四天的博鳌亚洲论坛2017年会即将落下帷幕。四天来，大家围绕直面全球化和贸易自由化的未来这一主题，一共召开一场开幕大会、一场全体大会、44场分论坛、17场闭门对话和两场主题餐会等65场正式的交流。
最终参加本届年会代表总数1823人，分别来自48个国家和地区，其中政府代表395人、学者162人和企业界代表1266人，其中包括32家世界五百强企业的董事长或者CEO。
本届年会很荣幸请到了中国国务院的副总理张高丽还有其他五个国家的领导人出席我们开幕大会并发表了讲话。
各位领导和代表为本届年会的成功举办付出了许多辛劳，在此向大家致以衷心的感谢，并向东道地海南省人民政府表示衷心的感谢！
"
119,班德塔：心怀仁慈，和平共存,"2017年3月26日，在博鳌亚洲论坛2017年年会“澜湄六国佛教领袖对话”分论坛上，缅甸国家僧伽大导师委员会（高僧会）委员班德塔指出，中缅两国在各种场合都相互支持。在这个多元化的世界，我们必须相互支持、相互辅助，将佛教文化继续传承下去。这也是佛陀普世之爱的真谛和教诲，佛陀对于所有的生灵都至关重要。
据班德塔介绍，在缅甸，有90%的佛教徒支持佛陀的教诲，尽管政府和政权会更迭，也不会影响佛教徒对佛教的学习。也许有人觉得佛教在缅甸会面临一些冲突，但事实并非如此。我们和平地生存、共存，这是我们的宗旨。
班德塔认为，如今，很多人希望生存和发展，而佛教文化要求在精神上、政治上和经济上有一个均衡的发展。一方面需要佛教文化在精神层面维护平和，另一方面需要经济和政治的发展。只有这样做，内心的和平和外部世界的和平才能够共存。例如，在经济上通过社会福利支持和帮助穷人、大力发展教育，在政治上推动更好的道德标准建立，让大家能够彼此关爱。
"
120,恩高：中老两国友好共生,"2017年3月26日，在博鳌亚洲论坛2017年年会“澜湄六国佛教领袖对话”分论坛上，老挝副僧王、老挝琅布拉邦香通寺主持恩高表示，佛教在老挝是坚持佛教的各种道义的原则和佛法，包括佛道和早晨的各种仪式。75%的老挝人都是佛教徒，其他人信仰伊斯兰教、基督教、拜物教等其他宗教。老挝与中国两国宗教界有着广泛的、频繁的交流，双方的佛教人士有过多次官方互访。老中两国是友好邻国，也是佛教上的合作伙伴。过去如此，现在亦是如此。
"
121,帕玛斯提：团结是解决问题和化解冲突的源泉,"2017年3月26日，在博鳌亚洲论坛2017年年会“澜湄六国佛教领袖对话”分论坛上，泰国副僧王、曼谷金山寺方丈帕玛斯提表示，大部分泰国人信仰佛教，大家彼此尊敬、不使用暴力，相信国家和民族能够实现团结。
佛教告诉我们，要有同情心和宽容心，彼此宽容。所以在泰国基本没有暴力，大街上不会发生暴力事件。内心的欢喜指大家彼此信任、彼此敬爱，同时又保持自己生活的独立性，通过互相敬爱获得快乐。法则就是宽容那些做错事的人，同情那些有厄运的人。
生活在社会里的人会持有不同观点，会因见解分歧产生问题。佛教认为，团结能够克服任何问题，化解任何冲突。
"
122,狄旺：友谊和团结为我们带来幸福,"2017年3月26日，在博鳌亚洲论坛2017年年会“澜湄六国佛教领袖对话”分论坛上，柬埔寨大宗派僧王狄旺指出，澜沧江—湄公河流域为沿岸人民提供了生活的资源。中国、缅甸、老挝、泰国、柬埔寨、越南六国长期以来和平共存，共同发展。
佛教在澜沧江—湄公河区域已经存在了约2000年，它是灵感的源泉和未来光明的源泉，成千上万人都受益于佛陀的教诲。佛陀教导我们，只有生活在友谊和团结中，才能够获得幸福。我们应当尊重和遵从佛陀教诲，团结地生活在一起，实现地区的和平与繁荣。这样做不只是为了我们这代人，还是为了我们的后代。
"
123,释日慈：拥有纯净的灵魂和善良的心，克服生命中的困扰和苦难,"2017年3月26日，在博鳌亚洲论坛2017年年会“澜湄六国佛教领袖对话”分论坛上，越南佛教大学副校长、越南佛教研究中心副主任释日慈指出，我们看到世界上有很多苦难，但是佛教要求我们保持灵魂的纯净，要有一颗善良的内心，要能够禀承自然法则。
佛陀教导我们要有三种信仰：一是相信佛陀，它是我们精神上的导师，帮助我们实现人类的福祉，找到生命中真正的幸福；二是相信佛法，要将佛法作为我们的精神指引，帮助我们克服、超越社会上的一切苦难；三是要持戒，通过持戒帮助我们克服生命中的消极面。
同时，佛教也教导我们相信自己，坚信道德。这样，我们采取的每个行动、做的每件事，无论是“心”“口”“意”，还是“行”，都会产生后果。所以，每个人都不应该做邪恶的事情——因为邪恶的事情违背了社会法则。这样，你才能够确保过上美好的生活。
我们要竭尽全力在我们的生命中成就这些品质。只要我们拥有这些信仰，就能够克服生命中的困扰和苦难。
"
124,董晓莉：城市管理者需从三个维度着手，成就城市个性,"2017年3月26日，在博鳌亚洲论坛2017年年会“城市的个性”分论坛上，青岛市副市长董晓莉认为，除却青岛市自身的资源禀赋优良，从城市管理者的角度而言，三个维度打造出了青岛的城市个性。第一，城市发展要传承城市历史，发扬城市精神。在城市建设中，充分听取民意，激发市民对城市更深切的热爱；第二，尊重城市发展的规律，每个城市的形成，都是城市历史、城市文化的沉淀，不可激进式发展；第三，城市管理者要充分了解本地区的民风和特色，深度融入当地社会，只有如此，才能将城市治理的更美好。
"
125,王晓峰：摩拜单车，让生活“脱虚向实”,"2017年3月26日，在博鳌亚洲论坛2017年年会“城市的个性”分论坛上，摩拜单车联合创始人兼CEO王晓峰表示，在过去的三十年中，中国经济经历了飞速的发展，伴随而来，民众的生活半径有了质的飞跃、汽车保有量跃居世界第一，民众的生活逐步“脱实向虚”，大量的时间花费在智能设备之中。摩拜单车的出现，将中国民众的生活从智能设备中拉回现实，让民众领略生活中点点滴滴的美好，实现生活“脱虚向实”的回归。
"
126,印顺：在快速奔跑的时代，我们应心有所宿、魂有所安,"2017年3月26日，在博鳌亚洲论坛2017年年会“澜湄六国佛教领袖对话”分论坛上，中国佛教协会副会长、海南省佛教协会会长印顺指出，人们多年来一直在快速奔跑，为了追寻财富而背井离乡。但人们发现财富越来越多、烦恼越来越多，而幸福却离我们越来越远。
究竟路在何方？我们又把心安放在哪里？印顺认为，在当今这个时代，佛教为我们的心找到一个归宿，为我们的魂找到一个安放之所；让我们知道路在哪里，让我们知道自己要什么，让我们知道最终要到哪里去。
"
127,董晓莉：青岛五个维度的美，塑造出自己的“个性”,"2017年3月26日，在博鳌亚洲论坛2017年年会“城市的个性”分论坛上，青岛市副市长董晓莉分享了青岛市“个性化”发展的经验。董晓莉表示，青岛市多年来在居民幸福感城市排名、宜居城市排名中均位居第一名，总结青岛的美，主要集中在五个方面：自然之美、人文之美、历史之美、开放之美和经济之美。
青岛市是“美”和“幸福”的代言人。
"
128,华商领袖与华人智库圆桌,"2017年3月26日，在博鳌亚洲论坛2017年年会召开“华商领袖与华人智库圆桌”会议，国务院侨务办公室副主任郭军与三十多位华商领袖应邀参加会议。参会嘉宾以“华商携手，繁荣丝路”为话题展开讨论，并达成共识。
"
129,林毅夫：供给侧改革与产业政策应相辅相成,"2017年3月26日，在博鳌亚洲论坛2017年年会“中国经济对话——换个角度看经济：供给侧的风景”分论坛上，北大国家发展研究院名誉院长林毅夫表示，供给侧调整是劳动生产力水平不断提高的必然结果。生产水平的提高必然依靠产业技术的不断创新，而当更高附加值产业的不断涌现，如果没有供给侧调整，劳动力水平和收入水平就无法得到进一步发展。另一方面，中国是转型中国家，走的是渐进式道路，发展和转型是同时进行的。改革开放三十多年来，中国持续保持经济增长，得益于供给侧的不断调整与改革，但许多措施实际上属于产业政策范畴。如果没有产业政策的支持，技术创新、产业升级、基础科研等方面，就很难有良好的制度环境。因此，供给侧改革与产业政策的关系应是相辅相成的，不应过度强调或忽视其中之一。
"
130,李建华：未来要推广“轻资产”的生活方式,"2017年3月26日，在博鳌亚洲论坛2017年年会“分享经济：谁来定义？” 分论坛上，滴滴首席发展官李建华表示，共享经济以后的发展方向就是推广“轻资产”的生活方式。共享经济发展到现在，企业要始终想着怎么为用户创造价值，因为这样才能支持共享经济持续发展。
下一步，共享经济平台要培养一种城市新文明。由共享平台提供一种稳定的服务，让民众不再需要占用过多资源就可以享受很多同样优质甚至更好的服务，这样就可以在不给城市增加负担的前提下，提升民众生活质量，推广“轻资产”的新型生活方式。
"
131,赖小民：两岸经贸合作的三个观点,"2017年3月26日，在博鳌亚洲论坛2017年年会“新形势、新机遇、新合作-大陆扩大开放与两岸经贸合作”两岸企业家圆桌上，中国华融资产管理股份有限公司董事长赖小民对两岸经贸合作提出三个观点：第一点，大陆经济持续稳定发展，为两岸扩大交流、加强合作提供了巨大的商机和广阔的市场；第二点，当前两岸交流有喜有忧、喜忧交替，问题不少，必须加以解决；第三点，两岸必须要适应新形势，加强交流与合作、寻找新动力、实现新发展，为中华民族伟大复兴共同发力。
"
132,徐涛：知识产权是未来产业竞争的关键,"2017年3月26日，在博鳌亚洲论坛2017年年会“新形势、新机遇、新合作-大陆扩大开放与两岸经贸合作”两岸企业家圆桌上，威盛电子股份有限公司副总裁徐涛先生提出知识产权是未来产业竞争的关键因素。品牌知识产权化决定未来产业的强与弱。如果让产品模式形成知识产权，企业就能够取得成功。
"
133,李稻葵：总需求刺激是“开胃”，供给侧改革是“补肾”,"2017年3月26日，在博鳌亚洲论坛2017年年会“中国经济对话——换个角度看经济：供给侧的风景”分论坛上，清华大学苏世民书院院长李稻葵表示，过去40年来，供给侧改革始终是中国经济改革的法宝，包括农村家庭联产承包责任制供给侧改革，1985年的价格改革，1999年的国有企业改革等。如果2008年金融危机前后，中国刺激总需求的经济改革类似于中医的“开胃”，那么今天的供给侧结构性改革类则类似于“补肾”，即增加经济活力，增强投资，开发新市场。今天的供给侧改革，需要在过去40年的改革基础上总结经验，发挥地方政府积极性，从根子上培育市场，搞好企业改革，让市场发挥创造力，让政府力量与市场力量的两只手桐乡使劲。这是供给侧结构性改革的精髓所在。
"
134,黄炜：共享经济会提升民众整体信用水平,"2017年3月26日，在博鳌亚洲论坛2017年年会“分享经济：谁来定义？” 分论坛上，转转CEO黄炜认为，信任是分享经济共享经济最关键的地方，但分享经济的发展又能提升民众信任度。在共享经济领域，每个人都是产品和服务消费链上的一环，每个人的行为都会被之后的消费者加以评判和监督，从这一角度来看，共享经济将让中国民众更加注意个人的信用度，让民众的整体信用水平提高。
"
135,Robert KOOPMAN：供给侧改革的主要挑战是提高供给效率,"2017年3月26日，在博鳌亚洲论坛2017年年会“中国经济对话——换个角度看经济：供给侧的风景”分论坛上，WTO首席经济学家Robert KOOPMAN表示，过去，中国的生产供给侧主要满足了出口的需求，尤其是改革开放初期，中国主要依靠出口赢得国际市场。而如今，中国的供给侧改革是向满足内需转变的过程，是中国内部资源的重新分配调整，经济行为向服务业转变，但更多的是自给自足消费需求的滋生。他认为，中国供给侧改革最主要的挑战，不是中国能为消费者提供什么样的产品，而是供给的效率有多高。另外，中国改革过程中需要考虑的是，究竟是以“更大”还是以“更富”为目标，是否成为全球最大的经济体并不重要，最重要的是中国人民是否富裕。
"
136,李建明：新时期大陆发展的五点新机遇,"2017年3月26日，在博鳌亚洲论坛2017年年会“新形势、新机遇、新合作-大陆扩大开放与两岸经贸合作”两岸企业家圆桌上，中国企业联合会副理事长李建明表示新时期大陆发展有五点新机遇：第一，投资环境正在持续优化；第二，产业链与产业功能方面优势十分突出；第三，新的人口红利正在形成；第四，进行大开放和全球布局带来新机遇；第五，消费升级迎来新机遇。
"
